log_charge,log_charge_main,log_peak,peak,peak_idx,psd_fixed,psd_rel,fast_rel,centroid,noise,baseline,expected_frac,meta_1,meta_2,shape_pc_1,shape_pc_2,shape_pc_3,shape_pc_4,shape_pc_5,shape_pc_6,cluster
8.399760094524142,8.339261982923576,6.0239317372454835,412.20000000000005,150,0.19145106861642294,0.16685952325850498,0.833140476741495,168.99235095613048,2.760724039490765,14820.0,0.889928214052643,357.0,113.0,1.5460438635329479,1.149579371651896,1.3317428209733662,0.6593150911490371,0.4402164792023443,-1.2024298435646166,0
9.433083843269053,9.402447229504935,7.324489979348532,1516.0,151,0.0770769969585401,0.0625663644531569,0.9374336355468431,160.6594365295342,2.6745196868887584,14823.0,0.9312090994079152,740.0,359.0,-3.366460990292835,-0.3727350034409156,0.46970992596333944,-0.3423916080065814,-0.2005887255109399,-0.10936078432456431,1
9.742203154807973,9.72052579085475,7.646449274498053,2092.2000000000003,151,0.05699177438307873,0.047125409591897524,0.9528745904081025,158.61580493537016,2.455591691539041,14822.0,0.9508386350491613,162.0,499.0,-3.9556782549565197,-0.3585507827620375,0.30444797329806134,-0.48971282297863333,-0.4114425236335392,0.23540601387037907,1
8.482601746646619,8.412499120301572,6.130791612329081,458.8,150,0.1845102505694761,0.15562270666954456,0.8443772933304554,171.33319527852558,2.7459060435491978,14823.0,0.8567779960707269,841.0,123.0,1.482257939886095,0.8831476325888808,0.29899517328690395,-0.5257822217837047,0.27850104072912296,-0.573941858183009,0
9.365890072717148,9.34862295977619,7.2750338057050605,1442.8,151,0.05649717514124294,0.04213070879737547,0.9578692912026245,157.1129943502825,2.695044320394169,14821.0,0.9610947368421052,412.0,348.0,-4.160857784170115,-0.41620281368485285,1.3054441267680603,0.050730125693176385,0.030376814963049264,0.3747938544715432,0
7.8407064517494,7.769800996003896,5.348059458442851,209.20000000000002,149,0.20188902007083825,0.18747441670077772,0.8125255832992223,172.4431326249508,2.5996661110398147,14821.0,0.8353924418604651,1310.0,61.0,2.597582645710694,1.8553246456177273,-0.6396393178173457,-1.2007228399061451,1.9187030748413958,0.27663240108909104,2
8.936100875220891,8.876893554156657,6.5608892131769085,705.9000000000001,151,0.19965791724228668,0.16539164579243112,0.8346083542075688,170.0630221695941,2.5204579610327453,14821.5,0.8927887683471601,1154.0,195.0,1.6449690822645628,1.8756296960964471,1.2112832937325009,0.28578969293780765,-0.2814137934313765,0.2803704393533696,0
7.336285660021297,7.212294468500341,4.848900370910689,126.60000000000002,148,0.2379400260756193,0.2107843137254902,0.7892156862745098,179.97066492829205,2.4659345760448197,14823.0,0.7406779661016949,1904.0,31.0,4.6717963562143145,0.0547737963719511,-1.0958848089374489,0.6479345172607324,3.9334961255351897,-1.1269804135373935,0
9.516500665673737,9.488123612248716,7.431773496534111,1687.8000000000002,151,0.06818349164273617,0.052863765515178705,0.9471362344848213,159.52610264339887,2.704728370013436,14824.0,0.9439832527250415,1083.0,397.0,-3.626699120874936,-0.44698663102634145,-0.44417729485305785,0.07944649640996292,0.16108153342425677,-0.30581475977744904,1
9.579971027075132,9.533220655077928,7.217736858928685,1362.3999999999999,151,0.16149540460230807,0.12933531115349298,0.870664688846507,167.22748946168198,2.7125096005974503,14823.0,0.9162484741624848,1654.0,391.0,0.3338637474956347,1.7164889844576585,-1.1827329086297405,-0.10367993838910468,-0.029628004949036026,0.3023546784772226,0
7.905810312658931,7.849323818040561,5.791793351978915,326.6,149,0.09255162241887906,0.0744721689059501,0.9255278310940499,163.8362831858407,2.6235578048816732,14823.0,0.8532388663967612,341.0,73.0,-2.661115512825344,-0.3861091546124021,-0.6413959001167234,-0.11774715570879699,0.5993089952459582,-0.0653187640158839,1
8.086717920303906,7.9966538754626075,5.896054362303324,362.6,150,0.13107692307692306,0.11194272697689554,0.8880572730231044,170.57692307692307,2.7110371119227064,14823.0,0.8148876404494382,732.0,83.0,-0.6997929748952071,-1.7240766148434927,1.5191646670327272,0.6872627085925644,0.39065593892909567,0.6460550138132674,1
7.808729306744399,7.665284718471351,5.249127122357265,189.4,149,0.23648923201950425,0.2133743950725913,0.7866256049274087,184.16416091019912,2.8799956597189538,14822.0,0.7488872403560831,1779.0,54.0,5.265379722956519,-0.888363457707373,-1.0117329654613563,-0.5946510648600419,0.6727699259586445,-0.28696516972962405,2
9.289012910627484,9.26188863385676,7.180146032864959,1312.1,151,0.07589553963485093,0.06497823135620992,0.93502176864379,159.13394961867346,2.7763760352100872,14821.5,0.9418173598553345,365.0,313.0,-3.2895706915382457,-0.7238826416504932,1.4164090271907928,0.18865371198643752,-0.10571326611638315,-0.2647582175682803,1
